rewrite,nom_ville,nbre_car
mazerolles,Mazerolles,10
mazeuil,Mazeuil,7
messeme,Messemé,7
mignaloux-beauvoir,Mignaloux-Beauvoir,18
migne-auxances,Migné-Auxances,14
millac,Millac,6
mirebeau,Mirebeau,8
moncontour,Moncontour,10
mondion,Mondion,7
montamise,Montamisé,9
monthoiron,Monthoiron,10
montmorillon,Montmorillon,12
montreuil-bonnin,Montreuil-Bonnin,16
monts-sur-guesnes,Monts-sur-Guesnes,17
morton,Morton,6
moulismes,Moulismes,9
moussac,Moussac,7
mouterre-silly,Mouterre-Silly,14
mouterre-sur-blourde,Mouterre-sur-Blourde,20
naintre,Naintré,7
nalliers,Nalliers,8
nerignac,Nérignac,8
neuville-de-poitou,Neuville-de-Poitou,18
nieuil-l-espoir,Nieuil-l'Espoir,15
nouaille-maupertuis,Nouaillé-Maupertuis,19
nueil-sous-faye,Nueil-sous-Faye,15
orches,Orches,6
ouzilly,Ouzilly,7
oyre,Oyré,4
paizay-le-sec,Paizay-le-Sec,13
payre,Payré,5
payroux,Payroux,7
persac,Persac,6
pindray,Pindray,7
plaisance,Plaisance,9
pleumartin,Pleumartin,10
poitiers,Poitiers,8
port-de-piles,Port-de-Piles,13
pouancay,Pouançay,8
pouant,Pouant,6
pouille,Pouillé,7
pressac,Pressac,7
princay,Prinçay,7
queaux,Queaux,6
quincay,Quinçay,7
ranton,Ranton,6
raslay,Raslay,6
roches-premarie-andille,Roches-Prémarie-Andillé,23
roiffe,Roiffé,6
romagne,Romagne,7
rouille,Rouillé,7
saint-benoit,Saint-Benoît,12
saint-christophe,Saint-Christophe,16
saint-clair,Saint-Clair,11
saint-cyr,Saint-Cyr,9
saint-gaudent,Saint-Gaudent,13
saint-genest-d-ambiere,Saint-Genest-d'Ambière,22
saint-georges-les-baillargeaux,Saint-Georges-lès-Baillargeaux,30
saint-germain,Saint-Germain,13
saint-gervais-les-trois-clochers,Saint-Gervais-les-Trois-Clochers,32
saint-jean-de-sauves,Saint-Jean-de-Sauves,20
saint-julien-l-ars,Saint-Julien-l'Ars,18
saint-laon,Saint-Laon,10
saint-laurent-de-jourdes,Saint-Laurent-de-Jourdes,24
saint-leger-de-montbrillais,Saint-Léger-de-Montbrillais,27
saint-leomer,Saint-Léomer,12
saint-macoux,Saint-Macoux,12
saint-martin-l-ars,Saint-Martin-l'Ars,18
saint-maurice-la-clouere,Saint-Maurice-la-Clouère,24
saint-pierre-d-exideuil,Saint-Pierre-d'Exideuil,23
saint-pierre-de-maille,Saint-Pierre-de-Maillé,22
saint-remy-sur-creuse,Saint-Rémy-sur-Creuse,21
saint-romain,Saint-Romain,12
saint-sauvant,Saint-Sauvant,13
saint-sauveur,Saint-Sauveur,13
saint-savin,Saint-Savin,11
saint-saviol,Saint-Saviol,12
saint-secondin,Saint-Secondin,14
sainte-radegonde,Sainte-Radégonde,16
saires,Saires,6
saix,Saix,4
sammarcolles,Sammarçolles,12
sanxay,Sanxay,6
saulge,Saulgé,6
savigne,Savigné,7
savigny-levescault,Savigny-Lévescault,18
savigny-sous-faye,Savigny-sous-Faye,17
scorbe-clairvaux,Scorbé-Clairvaux,16
senille,Senillé,7
serigny,Sérigny,7
sevres-anxaumont,Sèvres-Anxaumont,16
sillars,Sillars,7
smarves,Smarves,7
sommieres-du-clain,Sommières-du-Clain,18
sossais,Sossais,7
surin,Surin,5
terce,Tercé,5
ternay,Ternay,6
thollet,Thollet,7
thurageau,Thurageau,9
thure,Thuré,5
usseau,Usseau,6
usson-du-poitou,Usson-du-Poitou,15
valdivienne,Valdivienne,11
varennes,Varennes,8
vaux,Vaux,4
vaux-sur-vienne,Vaux-sur-Vienne,15
velleches,Vellèches,9
vendeuvre-du-poitou,Vendeuvre-du-Poitou,19
vernon,Vernon,6
verrieres,Verrières,9
verrue,Verrue,6
vezieres,Vézières,8
vicq-sur-gartempe,Vicq-sur-Gartempe,17
villemort,Villemort,9
villiers,Villiers,8
vivonne,Vivonne,7
vouille,Vouillé,7
vouleme,Voulême,7
voulon,Voulon,6
vouneuil-sous-biard,Vouneuil-sous-Biard,19
vouneuil-sur-vienne,Vouneuil-sur-Vienne,19
vouzailles,Vouzailles,10
yversay,Yversay,7
aixe-sur-vienne,Aixe-sur-Vienne,15
ambazac,Ambazac,7
arnac-la-poste,Arnac-la-Poste,14
augne,Augne,5
aureil,Aureil,6
azat-le-ris,Azat-le-Ris,11
balledent,Balledent,9
beaumont-du-lac,Beaumont-du-Lac,15
bellac,Bellac,6
berneuil,Berneuil,8
bersac-sur-rivalier,Bersac-sur-Rivalier,19
bessines-sur-gartempe,Bessines-sur-Gartempe,21
beynac,Beynac,6
blanzac,Blanzac,7
blond,Blond,5
boisseuil,Boisseuil,9
bonnac-la-cote,Bonnac-la-Côte,14
bosmie-l-aiguille,Bosmie-l'Aiguille,17
breuilaufa,Breuilaufa,10
bujaleuf,Bujaleuf,8
burgnac,Burgnac,7
bussiere-boffy,Bussière-Boffy,14
bussiere-galant,Bussière-Galant,15
bussiere-poitevine,Bussière-Poitevine,18
chaillac-sur-vienne,Chaillac-sur-Vienne,19
chalus,Châlus,6
chamboret,Chamboret,9
champagnac-la-riviere,Champagnac-la-Rivière,21
champnetery,Champnétery,11
champsac,Champsac,8
chaptelat,Chaptelat,9
chateau-chervix,Château-Chervix,15
chateauneuf-la-foret,Châteauneuf-la-Forêt,20
chateauponsac,Châteauponsac,13
cheissoux,Cheissoux,9
cheronnac,Chéronnac,9
cieux,Cieux,5
cognac-la-foret,Cognac-la-Forêt,15
compreignac,Compreignac,11
condat-sur-vienne,Condat-sur-Vienne,17
coussac-bonneval,Coussac-Bonneval,16
couzeix,Couzeix,7
cromac,Cromac,6
cussac,Cussac,6
darnac,Darnac,6
dinsac,Dinsac,6
dompierre-les-eglises,Dompierre-les-Eglises,21
domps,Domps,5
dournazac,Dournazac,9
droux,Droux,5
eybouleuf,Eybouleuf,9
eyjeaux,Eyjeaux,7
eymoutiers,Eymoutiers,10
feytiat,Feytiat,7
flavignac,Flavignac,9
folles,Folles,6
fromental,Fromental,9
gajoubert,Gajoubert,9
glandon,Glandon,7
glanges,Glanges,7
gorre,Gorre,5
isle,Isle,4
jabreilles-les-bordes,Jabreilles-les-Bordes,21
janailhac,Janailhac,9
javerdat,Javerdat,8
jouac,Jouac,5
jourgnac,Jourgnac,8
la-bazeuge,"La Bazeuge",10
la-chapelle-montbrandeix,"La Chapelle-Montbrandeix",24
la-croisille-sur-briance,"La Croisille-sur-Briance",24
la-croix-sur-gartempe,"La Croix-sur-Gartempe",21
la-geneytouse,"La Geneytouse",13
la-jonchere-saint-maurice,"La Jonchère-Saint-Maurice",25
la-meyze,"La Meyze",8
la-porcherie,"La Porcherie",12
la-roche-l-abeille,"La Roche-l'Abeille",18
ladignac-le-long,Ladignac-le-Long,16
lauriere,Laurière,8
lavignac,Lavignac,8
le-buis,"Le Buis",7
le-chalard,"Le Chalard",10
le-chatenet-en-dognon,"Le Châtenet-en-Dognon",21
le-dorat,"Le Dorat",8
le-palais-sur-vienne,"Le Palais-sur-Vienne",20
le-vigen,"Le Vigen",8
les-billanges,"Les Billanges",13
les-cars,"Les Cars",8
les-grands-chezeaux,"Les Grands-Chézeaux",19
les-salles-lavauguyon,"Les Salles-Lavauguyon",21
limoges,Limoges,7
linards,Linards,7
lussac-les-eglises,Lussac-les-Eglises,18
magnac-bourg,Magnac-Bourg,12
magnac-laval,Magnac-Laval,12
mailhac-sur-benaize,Mailhac-sur-Benaize,19
maisonnais-sur-tardoire,Maisonnais-sur-Tardoire,23
marval,Marval,6
masleon,Masléon,7
meilhac,Meilhac,7
meuzac,Meuzac,6
mezieres-sur-issoire,Mézières-sur-Issoire,20
moissannes,Moissannes,10
montrol-senard,Montrol-Sénard,14
mortemart,Mortemart,9
nantiat,Nantiat,7
nedde,Nedde,5
neuvic-entier,Neuvic-Entier,13
nexon,Nexon,5
nieul,Nieul,5
nouic,Nouic,5
oradour-saint-genest,Oradour-Saint-Genest,20
oradour-sur-glane,Oradour-sur-Glane,17
oradour-sur-vayres,Oradour-sur-Vayres,18
pageas,Pageas,6
panazol,Panazol,7
pensol,Pensol,6
peyrat-de-bellac,Peyrat-de-Bellac,16
peyrat-le-chateau,Peyrat-le-Château,17
peyrilhac,Peyrilhac,9
pierre-buffiere,Pierre-Buffière,15
rancon,Rancon,6
razes,Razès,5
rempnat,Rempnat,7
rilhac-lastours,Rilhac-Lastours,15
rilhac-rancon,Rilhac-Rancon,13
rochechouart,Rochechouart,12
roussac,Roussac,7
royeres,Royères,7
roziers-saint-georges,Roziers-Saint-Georges,21
saillat-sur-vienne,Saillat-sur-Vienne,18
saint-amand-le-petit,Saint-Amand-le-Petit,20
saint-amand-magnazeix,Saint-Amand-Magnazeix,21
saint-auvent,Saint-Auvent,12
saint-barbant,Saint-Barbant,13
saint-bazile,Saint-Bazile,12
saint-bonnet-briance,Saint-Bonnet-Briance,20
saint-bonnet-de-bellac,Saint-Bonnet-de-Bellac,22
saint-brice-sur-vienne,Saint-Brice-sur-Vienne,22
saint-cyr,Saint-Cyr,9
saint-denis-des-murs,Saint-Denis-des-Murs,20
saint-gence,Saint-Gence,11
saint-genest-sur-roselle,Saint-Genest-sur-Roselle,24
saint-georges-les-landes,Saint-Georges-les-Landes,24
saint-germain-les-belles,Saint-Germain-les-Belles,24
saint-gilles-les-forets,Saint-Gilles-les-Forêts,23
saint-hilaire-bonneval,Saint-Hilaire-Bonneval,22
saint-hilaire-la-treille,Saint-Hilaire-la-Treille,24
saint-hilaire-les-places,Saint-Hilaire-les-Places,24
saint-jean-ligoure,Saint-Jean-Ligoure,18
saint-jouvent,Saint-Jouvent,13
saint-julien-le-petit,Saint-Julien-le-Petit,21
saint-junien,Saint-Junien,12
saint-junien-les-combes,Saint-Junien-les-Combes,23
saint-just-le-martel,Saint-Just-le-Martel,20
saint-laurent-les-eglises,Saint-Laurent-les-Eglises,25
saint-laurent-sur-gorre,Saint-Laurent-sur-Gorre,23
saint-leger-la-montagne,Saint-Léger-la-Montagne,23
saint-leger-magnazeix,Saint-Léger-Magnazeix,21
saint-leonard-de-noblat,Saint-Léonard-de-Noblat,23
saint-martial-sur-isop,Saint-Martial-sur-Isop,22
saint-martin-de-jussac,Saint-Martin-de-Jussac,22
saint-martin-le-mault,Saint-Martin-le-Mault,21
saint-martin-le-vieux,Saint-Martin-le-Vieux,21
saint-martin-terressus,Saint-Martin-Terressus,22
saint-mathieu,Saint-Mathieu,13
saint-maurice-les-brousses,Saint-Maurice-les-Brousses,26
saint-meard,Saint-Méard,11
saint-ouen-sur-gartempe,Saint-Ouen-sur-Gartempe,23
saint-pardoux,Saint-Pardoux,13
saint-paul,Saint-Paul,10
saint-priest-ligoure,Saint-Priest-Ligoure,20
saint-priest-sous-aixe,Saint-Priest-sous-Aixe,22
saint-priest-taurion,Saint-Priest-Taurion,20
saint-sornin-la-marche,Saint-Sornin-la-Marche,22
saint-sornin-leulac,Saint-Sornin-Leulac,19
saint-sulpice-lauriere,Saint-Sulpice-Laurière,22
saint-sulpice-les-feuilles,Saint-Sulpice-les-Feuilles,26
saint-sylvestre,Saint-Sylvestre,15
saint-symphorien-sur-couze,Saint-Symphorien-sur-Couze,26
saint-victurnien,Saint-Victurnien,16
saint-vitte-sur-briance,Saint-Vitte-sur-Briance,23
saint-yrieix-la-perche,Saint-Yrieix-la-Perche,22
saint-yrieix-sous-aixe,Saint-Yrieix-sous-Aixe,22
sainte-anne-saint-priest,Sainte-Anne-Saint-Priest,24
sainte-marie-de-vaux,Sainte-Marie-de-Vaux,20
sauviat-sur-vige,Sauviat-sur-Vige,16
sereilhac,Séreilhac,9
solignac,Solignac,8
surdoux,Surdoux,7
sussac,Sussac,6
tersannes,Tersannes,9
thiat,Thiat,5
thouron,Thouron,7
vaulry,Vaulry,6
vayres,Vayres,6
verneuil-moustiers,Verneuil-Moustiers,18
verneuil-sur-vienne,Verneuil-sur-Vienne,19
veyrac,Veyrac,6
vicq-sur-breuilh,Vicq-sur-Breuilh,16
videix,Videix,6
villefavard,Villefavard,11
aheville,Ahéville,8
aingeville,Aingeville,10
ainvelle,Ainvelle,8
allarmont,Allarmont,9
ambacourt,Ambacourt,9
ameuvelle,Ameuvelle,9
anglemont,Anglemont,9
anould,Anould,6
aouze,Aouze,5
arches,Arches,6
archettes,Archettes,9
aroffe,Aroffe,6
arrentes-de-corcieux,Arrentès-de-Corcieux,20
attigneville,Attignéville,12
attigny,Attigny,7
aulnois,Aulnois,7
aumontzey,Aumontzey,9
autigny-la-tour,Autigny-la-Tour,15
autreville,Autreville,10
autrey,Autrey,6
auzainvilliers,Auzainvilliers,14
avillers,Avillers,8
avrainville,Avrainville,11
avranville,Avranville,10
aydoilles,Aydoilles,9
badmenil-aux-bois,Badménil-aux-Bois,17
bains-les-bains,Bains-les-Bains,15
bainville-aux-saules,Bainville-aux-Saules,20
balleville,Balléville,10
ban-de-laveline,Ban-de-Laveline,15
ban-de-sapt,Ban-de-Sapt,11
ban-sur-meurthe-clefcy,Ban-sur-Meurthe-Clefcy,22
barbey-seroux,Barbey-Seroux,13
barville,Barville,8
basse-sur-le-rupt,Basse-sur-le-Rupt,17
battexey,Battexey,8
baudricourt,Baudricourt,11
bayecourt,Bayecourt,9
bazegney,Bazegney,8
bazien,Bazien,6
bazoilles-et-menil,Bazoilles-et-Ménil,18
bazoilles-sur-meuse,Bazoilles-sur-Meuse,19
beaufremont,Beaufremont,11
beaumenil,Beauménil,9
begnecourt,Begnécourt,10
bellefontaine,Bellefontaine,13
belmont-les-darney,Belmont-lès-Darney,18
belmont-sur-buttant,Belmont-sur-Buttant,19
belmont-sur-vair,Belmont-sur-Vair,16
belrupt,Belrupt,7
belval,Belval,6
bertrimoutier,Bertrimoutier,13
bettegney-saint-brice,Bettegney-Saint-Brice,21
bettoncourt,Bettoncourt,11
biecourt,Biécourt,8
biffontaine,Biffontaine,11
blemerey,Blémerey,8
bleurville,Bleurville,10
blevaincourt,Blevaincourt,12
bocquegney,Bocquegney,10
bois-de-champ,Bois-de-Champ,13
bonvillet,Bonvillet,9
boulaincourt,Boulaincourt,12
bouxieres-aux-bois,Bouxières-aux-Bois,18
bouxurulles,Bouxurulles,11
bouzemont,Bouzemont,9
brantigny,Brantigny,9
brechainville,Brechainville,13
brouvelieures,Brouvelieures,13
bru,Brû,3
bruyeres,Bruyères,8
bulgneville,Bulgnéville,11
bult,Bult,4
bussang,Bussang,7
celles-sur-plaine,Celles-sur-Plaine,17
certilleux,Certilleux,10
chamagne,Chamagne,8
champ-le-duc,Champ-le-Duc,12
champdray,Champdray,9
chantraine,Chantraine,10
charmes,Charmes,7
charmois-devant-bruyeres,Charmois-devant-Bruyères,24
charmois-l-orgueilleux,Charmois-l'Orgueilleux,22
chatas,Châtas,6
chatel-sur-moselle,Châtel-sur-Moselle,18
chatenois,Châtenois,9
chatillon-sur-saone,Châtillon-sur-Saône,19
chauffecourt,Chauffecourt,12
chaumousey,Chaumousey,10
chavelot,Chavelot,8
chef-haut,Chef-Haut,9
chenimenil,Cheniménil,10
chermisey,Chermisey,9
circourt,Circourt,8
circourt-sur-mouzon,Circourt-sur-Mouzon,19
claudon,Claudon,7
clerey-la-cote,Clérey-la-Côte,14
cleurie,Cleurie,7
clezentaine,Clézentaine,11
coinches,Coinches,8
colroy-la-grande,Colroy-la-Grande,16
combrimont,Combrimont,10
contrexeville,Contrexéville,13
corcieux,Corcieux,8
cornimont,Cornimont,9
courcelles-sous-chatenois,Courcelles-sous-Châtenois,25
coussey,Coussey,7
crainvilliers,Crainvilliers,13
damas-aux-bois,Damas-aux-Bois,14
damas-et-bettegney,Damas-et-Bettegney,18
damblain,Damblain,8
darney,Darney,6
darney-aux-chenes,Darney-aux-Chênes,17
darnieulles,Darnieulles,11
deinvillers,Deinvillers,11
denipaire,Denipaire,9
derbamont,Derbamont,9
destord,Destord,7
deycimont,Deycimont,9
deyvillers,Deyvillers,10
dignonville,Dignonville,11
dinoze,Dinozé,6
docelles,Docelles,8
dogneville,Dogneville,10
dolaincourt,Dolaincourt,11
dombasle-devant-darney,Dombasle-devant-Darney,22
dombasle-en-xaintois,Dombasle-en-Xaintois,20
dombrot-le-sec,Dombrot-le-Sec,14
dombrot-sur-vair,Dombrot-sur-Vair,16
domevre-sous-montfort,Domèvre-sous-Montfort,21
domevre-sur-aviere,Domèvre-sur-Avière,18
domevre-sur-durbion,Domèvre-sur-Durbion,19
domfaing,Domfaing,8
domjulien,Domjulien,9
dommartin-aux-bois,Dommartin-aux-Bois,18
dommartin-les-remiremont,Dommartin-lès-Remiremont,24
dommartin-les-vallois,Dommartin-lès-Vallois,21
dommartin-sur-vraine,Dommartin-sur-Vraine,20
dompaire,Dompaire,8
dompierre,Dompierre,9
domptail,Domptail,8
domremy-la-pucelle,Domrémy-la-Pucelle,18
domvallier,Domvallier,10
doncieres,Doncières,9
dounoux,Dounoux,7
eloyes,Eloyes,6
entre-deux-eaux,Entre-deux-Eaux,15
epinal,Epinal,6
escles,Escles,6
esley,Esley,5
essegney,Essegney,8
estrennes,Estrennes,9
etival-clairefontaine,Etival-Clairefontaine,21
evaux-et-menil,Evaux-et-Ménil,14
faucompierre,Faucompierre,12
fauconcourt,Fauconcourt,11
fays,Fays,4
ferdrupt,Ferdrupt,8
fignevelle,Fignévelle,10
fimenil,Fiménil,7
floremont,Florémont,9
fomerey,Fomerey,7
fontenay,Fontenay,8
fontenoy-le-chateau,Fontenoy-le-Château,19
fouchecourt,Fouchécourt,11
frain,Frain,5
fraize,Fraize,6
frapelle,Frapelle,8
frebecourt,Frebécourt,10
fremifontaine,Fremifontaine,13
frenelle-la-grande,Frenelle-la-Grande,18
frenelle-la-petite,Frenelle-la-Petite,18
frenois,Frénois,7
fresse-sur-moselle,Fresse-sur-Moselle,18
freville,Fréville,8
frizon,Frizon,6
gelvecourt-et-adompt,Gelvécourt-et-Adompt,20
gemaingoutte,Gemaingoutte,12
gemmelaincourt,Gemmelaincourt,14
gendreville,Gendreville,11
gerardmer,Gérardmer,9
gerbamont,Gerbamont,9
gerbepal,Gerbépal,8
gigneville,Gignéville,10
gigney,Gigney,6
girancourt,Girancourt,10
gircourt-les-vieville,Gircourt-lès-Viéville,21
girecourt-sur-durbion,Girecourt-sur-Durbion,21
girmont,Girmont,7
girmont-val-d-ajol,Girmont-Val-d'Ajol,18
gironcourt-sur-vraine,Gironcourt-sur-Vraine,21
godoncourt,Godoncourt,10
golbey,Golbey,6
gorhey,Gorhey,6
grand,Grand,5
grandrupt,Grandrupt,9
grandrupt-de-bains,Grandrupt-de-Bains,18
grandvillers,Grandvillers,12
granges-sur-vologne,Granges-sur-Vologne,19
greux,Greux,5
grignoncourt,Grignoncourt,12
gruey-les-surance,Gruey-lès-Surance,17
gugnecourt,Gugnécourt,10
gugney-aux-aulx,Gugney-aux-Aulx,15
hadigny-les-verrieres,Hadigny-les-Verrières,21
hadol,Hadol,5
hagecourt,Hagécourt,9
hagneville-et-roncourt,Hagnéville-et-Roncourt,22
haillainville,Haillainville,13
harchechamp,Harchéchamp,11
hardancourt,Hardancourt,11
hareville,Haréville,9
harmonville,Harmonville,11
harol,Harol,5
harsault,Harsault,8
hautmougey,Hautmougey,10
hennecourt,Hennecourt,10
hennezel,Hennezel,8
hergugney,Hergugney,9
herpelmont,Herpelmont,10
houecourt,Houécourt,9
houeville,Houéville,9
housseras,Housseras,9
hurbache,Hurbache,8
hymont,Hymont,6
igney,Igney,5
isches,Isches,6
jainvillotte,Jainvillotte,12
jarmenil,Jarménil,8
jeanmenil,Jeanménil,9
jesonville,Jésonville,10
jeuxey,Jeuxey,6
jorxey,Jorxey,6
jubainville,Jubainville,11
jussarupt,Jussarupt,9
juvaincourt,Juvaincourt,11
la-baffe,"La Baffe",8
la-bourgonce,"La Bourgonce",12
la-bresse,"La Bresse",9
la-chapelle-aux-bois,"La Chapelle-aux-Bois",20
la-chapelle-devant-bruyeres,"La Chapelle-devant-Bruyères",27
la-croix-aux-mines,"La Croix-aux-Mines",18
la-forge,"La Forge",8
la-grande-fosse,"La Grande-Fosse",15
la-haye,"La Haye",7
la-houssiere,"La Houssière",12
la-neuveville-devant-lepanges,"La Neuveville-devant-Lépanges",29
la-neuveville-sous-chatenois,"La Neuveville-sous-Châtenois",28
la-neuveville-sous-montfort,"La Neuveville-sous-Montfort",27
la-petite-fosse,"La Petite-Fosse",15
la-petite-raon,"La Petite-Raon",14
la-salle,"La Salle",8
la-vacheresse-et-la-rouillie,"La Vacheresse-et-la-Rouillie",28
la-voivre,"La Voivre",9
lamarche,Lamarche,8
landaville,Landaville,10
langley,Langley,7
laval-sur-vologne,Laval-sur-Vologne,17
laveline-devant-bruyeres,Laveline-devant-Bruyères,24
laveline-du-houx,Laveline-du-Houx,16
le-beulay,"Le Beulay",9
le-clerjus,"Le Clerjus",10
le-menil,"Le Ménil",8
le-mont,"Le Mont",7
le-puid,"Le Puid",7
le-roulier,"Le Roulier",10
le-saulcy,"Le Saulcy",9
le-syndicat,"Le Syndicat",11
le-thillot,"Le Thillot",10
le-tholy,"Le Tholy",8
le-val-d-ajol,"Le Val-d'Ajol",13
le-valtin,"Le Valtin",9
le-vermont,"Le Vermont",10
legeville-et-bonfays,Légéville-et-Bonfays,20
lemmecourt,Lemmecourt,10
lepanges-sur-vologne,Lépanges-sur-Vologne,20
lerrain,Lerrain,7
les-ableuvenettes,"Les Ableuvenettes",17
les-forges,"Les Forges",10
les-poulieres,"Les Poulières",13
les-rouges-eaux,"Les Rouges-Eaux",15
les-thons,"Les Thons",9
les-vallois,"Les Vallois",11
les-voivres,"Les Voivres",11
lesseux,Lesseux,7
liezey,Liézey,6
liffol-le-grand,Liffol-le-Grand,15
ligneville,Lignéville,10
lironcourt,Lironcourt,10
longchamp,Longchamp,9
longchamp-sous-chatenois,Longchamp-sous-Châtenois,24
lubine,Lubine,6
lusse,Lusse,5
luvigny,Luvigny,7
maconcourt,Maconcourt,10
madecourt,Madecourt,9
madegney,Madegney,8
madonne-et-lamerey,Madonne-et-Lamerey,18
malaincourt,Malaincourt,11
mandray,Mandray,7
mandres-sur-vair,Mandres-sur-Vair,16
marainville-sur-madon,Marainville-sur-Madon,21
marey,Marey,5
maroncourt,Maroncourt,10
martigny-les-bains,Martigny-les-Bains,18
martigny-les-gerbonvaux,Martigny-les-Gerbonvaux,23
martinvelle,Martinvelle,11
mattaincourt,Mattaincourt,12
maxey-sur-meuse,Maxey-sur-Meuse,15
mazeley,Mazeley,7
mazirot,Mazirot,7
medonville,Médonville,10
memenil,Méménil,7
menarmont,Ménarmont,9
menil-de-senones,Ménil-de-Senones,16
menil-en-xaintois,Ménil-en-Xaintois,17
menil-sur-belvitte,Ménil-sur-Belvitte,18
midrevaux,Midrevaux,9
mirecourt,Mirecourt,9
moncel-sur-vair,Moncel-sur-Vair,15
mont-les-lamarche,Mont-lès-Lamarche,17
mont-les-neufchateau,Mont-lès-Neufchâteau,20
monthureux-le-sec,Monthureux-le-Sec,17
monthureux-sur-saone,Monthureux-sur-Saône,20
montmotier,Montmotier,10
morelmaison,Morelmaison,11
moriville,Moriville,9
morizecourt,Morizécourt,11
mortagne,Mortagne,8
morville,Morville,8
moussey,Moussey,7
moyemont,Moyemont,8
moyenmoutier,Moyenmoutier,12
nayemont-les-fosses,Nayemont-les-Fosses,19
neufchateau,Neufchâteau,11
neuvillers-sur-fave,Neuvillers-sur-Fave,19
nomexy,Nomexy,6
nompatelize,Nompatelize,11
nonville,Nonville,8
nonzeville,Nonzeville,10
norroy,Norroy,6
nossoncourt,Nossoncourt,11
oelleville,Oëlleville,10
offroicourt,Offroicourt,11
ollainville,Ollainville,11
oncourt,Oncourt,7
ortoncourt,Ortoncourt,10
padoux,Padoux,6
pair-et-grandrupt,Pair-et-Grandrupt,17
pallegney,Pallegney,9
parey-sous-montfort,Parey-sous-Montfort,19
pargny-sous-mureau,Pargny-sous-Mureau,18
pierrefitte,Pierrefitte,11
pierrepont-sur-l-arentele,Pierrepont-sur-l'Arentèle,25
plainfaing,Plainfaing,10
pleuvezain,Pleuvezain,10
plombieres-les-bains,Plombières-les-Bains,20
pompierre,Pompierre,9
pont-les-bonfays,Pont-lès-Bonfays,16
pont-sur-madon,Pont-sur-Madon,14
portieux,Portieux,8
poussay,Poussay,7
pouxeux,Pouxeux,7
prey,Prey,4
provencheres-les-darney,Provenchères-lès-Darney,23
provencheres-sur-fave,Provenchères-sur-Fave,21
punerot,Punerot,7
puzieux,Puzieux,7
racecourt,Racécourt,9
rainville,Rainville,9
rambervillers,Rambervillers,13
ramecourt,Ramecourt,9
ramonchamp,Ramonchamp,10
rancourt,Rancourt,8
raon-aux-bois,Raon-aux-Bois,13
raon-l-etape,Raon-l'Etape,12
raon-sur-plaine,Raon-sur-Plaine,15
rapey,Rapey,5
raves,Raves,5
rebeuville,Rebeuville,10
regnevelle,Regnévelle,10
regney,Regney,6
rehaincourt,Rehaincourt,11
rehaupal,Rehaupal,8
relanges,Relanges,8
remicourt,Remicourt,9
remiremont,Remiremont,10
remomeix,Remomeix,8
remoncourt,Remoncourt,10
removille,Removille,9
renauvoid,Renauvoid,9
repel,Repel,5
robecourt,Robécourt,9
rochesson,Rochesson,9
rocourt,Rocourt,7
rollainville,Rollainville,12
romain-aux-bois,Romain-aux-Bois,15
romont,Romont,6
rouvres-en-xaintois,Rouvres-en-Xaintois,19
rouvres-la-chetive,Rouvres-la-Chétive,18
roville-aux-chenes,Roville-aux-Chênes,18
rozerotte,Rozerotte,9
rozieres-sur-mouzon,Rozières-sur-Mouzon,19
rugney,Rugney,6
ruppes,Ruppes,6
rupt-sur-moselle,Rupt-sur-Moselle,16
saint-ame,Saint-Amé,9
saint-baslemont,Saint-Baslemont,15
saint-benoit-la-chipotte,Saint-Benoît-la-Chipotte,24
saint-die-des-vosges,Saint-Dié-des-Vosges,20
saint-etienne-les-remiremont,Saint-Etienne-lès-Remiremont,28
saint-genest,Saint-Genest,12
saint-gorgon,Saint-Gorgon,12
saint-jean-d-ormont,Saint-Jean-d'Ormont,19
saint-julien,Saint-Julien,12
saint-leonard,Saint-Léonard,13
saint-maurice-sur-mortagne,Saint-Maurice-sur-Mortagne,26
saint-maurice-sur-moselle,Saint-Maurice-sur-Moselle,25
saint-menge,Saint-Menge,11
saint-michel-sur-meurthe,Saint-Michel-sur-Meurthe,24
saint-nabord,Saint-Nabord,12
saint-ouen-les-parey,Saint-Ouen-lès-Parey,20
saint-paul,Saint-Paul,10
saint-pierremont,Saint-Pierremont,16
saint-prancher,Saint-Prancher,14
saint-remimont,Saint-Remimont,14
saint-remy,Saint-Remy,10
saint-stail,Saint-Stail,11
saint-vallier,Saint-Vallier,13
sainte-barbe,Sainte-Barbe,12
sainte-helene,Sainte-Hélène,13
sainte-marguerite,Sainte-Marguerite,17
sanchey,Sanchey,7
sandaucourt,Sandaucourt,11
sans-vallois,Sans-Vallois,12
sapois,Sapois,6
