rewrite,gentile_h_ville,nbre_car
chevillai,Chevillai,9
petrobuxien,Pétrobuxien,11
petriormoi,Pétriormoi,10
saint-remoi,Saint-Rémoi,11
remy-montai,Rémy-Montai,11
valoi,Valoi,5
saint-sannien,Saint-Sannien,13
saint-symphorinoi,Saint-Symphorinoi,17
saint-victorien,Saint-Victorien,15
viventien,Viventien,9
cerottoi,Cérottoi,8
saint-jammoi,Saint-Jammoi,12
osmanien,Osmanien,8
sabinoi,Sabinoi,7
sagonentien,Sagonentien,11
sarceen,Sarcéen,7
sargeen,Sargéen,7
savigneen,Savignéen,9
savigneen,Savignéen,9
scelleen,Scelléen,8
segrien,Ségrien,7
semuroi,Semuroi,7
silleen,Silléen,7
silleen,Silléen,7
solesmien,Solesmien,9
sougeen,Sougéen,7
souilleen,Souilléen,9
souligneen,Soulignéen,10
souligneen,Soulignéen,10
solutreen,Solutréen,9
souvigneen,Souvignéen,10
solviniacoi,Solviniacoi,11
spayen,Spayen,6
surfondai,Surfondai,9
tasseen,Tasséen,7
teilleen,Teilléen,8
telocheen,Télochéen,9
tennisien,Tennisien,9
haulterroi,Haulterroi,10
thelignoi,Thélignoi,9
thoigneen,Thoignéen,9
thoreen,Thoréen,7
thoireen,Thoiréen,8
thoreen,Thoréen,7
thorigneen,Thorignéen,10
torceen,Torcéen,7
trangeen,Trangéen,8
tressonnai,Tressonnai,10
tuffeen,Tufféen,7
vedaquai,Védaquai,8
valennoi,Valennoi,8
vallonnai,Vallonnai,9
vanceen,Vancéen,7
vernalien,Vernalien,9
vernissoi,Vernissoi,9
vezotin,Vezotin,7
vibraysien,Vibraysien,10
villainoi,Villainoi,9
villainoi,Villainoi,9
villainai,Villainai,9
vionnai,Vionnai,7
vireen,Viréen,6
vivoinai,Vivoinai,8
voivrai,Voivrai,7
volnaysien,Volnaysien,10
vouvraysien,Vouvraysien,11
vouvreen,Vouvréen,8
yvreen,Yvréen,6
paulinai,Paulinai,8
gabellan,Gabellan,8
aiguebellin,Aiguebellin,11
aigueblancherain,Aigueblancherain,16
aillonai,Aillonai,8
aillonnai,Aillonnai,9
aimerain,Aimerain,8
aitonin,Aitonin,7
aixoi,Aixoi,5
albanai,Albanai,7
albertvilloi,Albertvilloi,12
albien,Albien,6
albien,Albien,6
allondain,Allondain,9
apremolain,Apremolain,10
arbinoi,Arbinoi,7
argentin,Argentin,8
arithoi,Arithoi,7
pierrus,Pierrus,7
oncinoi,Oncinoi,7
aussoyen,Aussoyen,8
avarcholan,Avarcholan,10
avrionlin,Avrionlin,9
aynsard,Aynsard,7
barberazien,Barberazien,11
barbysin,Barbysin,8
bassinot,Bassinot,8
beaufortain,Beaufortain,11
bellecombai,Bellecombai,11
bellentrai,Bellentrai,10
belmontoi,Belmontoi,9
bessannai,Bessannai,9
bettonnard,Bettonnard,10
billiemands,Billiémands,11
bonnevalain,Bonnevalain,11
bonnevalain,Bonnevalain,11
bonvillarain,Bonvillarain,12
bollarette,Bollarette,10
bourdelai,Bourdelai,9
borain,Borain,6
bourgerain,Bourgerain,10
bourgnovien,Bourgnovien,11
bozelain,Bozelain,8
bramanai,Bramanai,8
bridoi,Bridoi,6
saintinoi,Saintinoi,9
cesarchai,Césarchai,9
cessanai,Cessanai,8
cevinoi,Cevinoi,7
challesien,Challésien,10
chamberien,Chambérien,10
chamoussard,Chamoussard,11
chamoyard,Chamoyard,9
laurentain,Laurentain,10
champagnieusard,Champagnieusard,15
champagnolai,Champagnolai,12
chanazien,Chanazien,9
castelneuvoi,Castelneuvoi,12
chignerain,Chignerain,10
chindrolai,Chindrolai,10
clarollain,Clarollain,10
cogneraud,Cogneraud,9
cohennerain,Cohennerain,11
coisard,Coisard,7
conjuxien,Conjuxien,9
corbelain,Corbelain,9
crest-volantain,Crest-Volantain,15
cruetnerain,Cruetnerain,11
curiennai,Curiennai,9
detrelin,Détrelin,8
domessinoi,Domessinoi,10
doucerain,Doucerain,9
drumettan,Drumettan,9
dullinoi,Dullinoi,8
ecoulan,Ecoulan,7
entremondants,Entremondants,13
epersien,Epersien,8
epierrain,Epierrain,9
blaycherain,Blaychérain,11
etablerain,Etablerain,10
feissonai,Feissonai,9
feissonai,Feissonai,9
flumeran,Flumeran,8
fontanai,Fontanai,8
foncouvertin,Foncouvertin,12
forniclin,Forniclin,9
francignerain,Francignerain,13
fenelin,Fénelin,7
fretarivot,Frétarivot,10
frontenexoi,Frontenexoi,11
gerbelan,Gerbelan,8
gillerain,Gillerain,9
granierain,Granierain,10
gresonard,Grésonard,9
gresilien,Grésilien,9
gresilien,Grésilien,9
grignolain,Grignolain,10
hautacortain,Hautacortain,12
hautelucien,Hautelucien,11
travaillard,Travaillard,11
hermillonin,Hermillonin,11
jacobin,Jacobin,7
jarrien,Jarrien,7
jarselain,Jarselain,9
jongiolan,Jongiolan,9
balmeran,Balméran,8
bathiolain,Bathiolain,10
bauchoi,Bauchoi,7
biollan,Biollan,7
bridoirien,Bridoirien,10
chambrain,Chambrain,9
chapelain,Chapelain,9
chapelain,Chapelain,9
monchaton,Monchaton,9
chapellus,Chapellus,9
chavannot,Chavannot,9
compotain,Compôtain,9
coterain,Coterain,8
crucien,Crucien,7
giettoi,Giettoi,7
lecherain,Lécherain,9
mottands,Mottands,8
motterain,Motterain,9
perrerin,Perrerin,8
ravoirien,Ravoirien,9
rochettoi,Rochettoi,9
tablerain,Tablerain,9
thuillard,Thuillard,9
trinitain,Trinitain,9
laissautin,Laissautin,10
landrigeot,Landrigeot,10
languerin,Languérin,9
villarin,Villarin,8
velborain,Velborain,9
bourgetain,Bourgetain,10
chatelain,Châtelain,9
castellardinoi,Castellardinoi,14
noyerain,Noyerain,8
pontoi,Pontoi,6
ponterain,Ponterain,9
vergnolain,Vergnolain,10
lepinoi,Lépinoi,7
alluetain,Alluétain,9
avancherain,Avancherain,11
chapelain,Chapelain,9
chavannai,Chavannai,9
desertier,Désertier,9
echelloi,Echelloi,8
marcherus,Marcherus,9
molletain,Molletain,9
lescherainoi,Lescherainoi,12
loiselan,Loiselan,8
lucettoi,Lucettoi,8
macotai,Mâcotai,7
marciolan,Marciolan,9
martholain,Martholain,10
chevronnai,Chevronnai,10
merolain,Mérolain,8
meyrieulands,Meyrieulands,12
modanai,Modanai,7
mognardai,Mognardai,9
montagnolai,Montagnolai,11
montagnolai,Montagnolai,11
montaillorain,Montaillorain,13
taimonin,Taimonin,8
montcelloi,Montcelloi,10
montendrin,Montendrin,10
colombin,Colombin,8
montgilbertin,Montgilbertin,13
montgirotain,Montgirotain,12
monthionai,Monthionai,10
montmelianai,Montmélianai,12
montrichelain,Montrichelain,13
saperin,Saperin,7
montvalezanai,Montvalezanai,13
vargnerin,Vargnerin,9
motzien,Motzien,7
moutierain,Moutiérain,10
moussard,Moussard,8
myannerain,Myannerain,10
nanceyard,Nanceyard,9
bellecombai,Bellecombai,11
millierain,Milliérain,10
cruelin,Cruélin,7
praverain,Praverain,9
novalaisien,Novalaisien,11
ontexoi,Ontexoi,7
orellin,Orellin,7
pallurain,Pallurain,9
peiserot,Peiserot,8
planaisot,Planaisot,9
planerain,Planerain,9
plancherinoi,Plancherinoi,12
pontain,Pontain,7
pralognanai,Pralognanai,11
preslerin,Preslerin,9
pugnerain,Pugnerain,9
puygrolain,Puygrolain,10
queigerain,Queigerain,10
randaillon,Randaillon,10
rochefoliar,Rochefoliar,11
rognairain,Rognairain,10
cavagnot,Cavagnot,8
ruffieroi,Ruffiéroi,9
saint-albanai,Saint-Albanai,13
arbarin,Arbarin,7
villarine,Villarine,9
saint-albanai,Saint-Albanai,13
saint-andrenin,Saint-Andrenin,14
saint-avrain,Saint-Avrain,12
saint-bardolain,Saint-Bardolain,15
saint-beronnoi,Saint-Béronnoi,14
saint-bonai,Saint-Bonai,11
saint-cassinoi,Saint-Cassinoi,14
saint-christolin,Saint-Christolin,16
villarin,Villarin,8
cuinain,Cuinain,7
saint-francain,Saint-Françain,14
saint-francoisien,Saint-Françoisien,17
inversaires,Inversaires,11
san-genestoi,San-Genestoi,12
georgien,Georgien,8
saint-germinoi,Saint-Germinoi,14
saint-girodai,Saint-Girodai,13
arvinc,Arvinc,6
sangerain,Sangerain,9
saint-jeannnai,Saint-Jeannnai,14
chevelan,Chevelan,8
saint-jeannai,Saint-Jeannai,13
mauriennai,Mauriennai,10
saint-jeorien,Saint-Jeorien,13
saint-glenain,Saint-Glenain,13
lagerain,Lagerain,8
saint-marcelin,Saint-Marcelin,14
saint-martenot,Saint-Martenot,14
bellevilloi,Bellevilloi,11
saint-martenin,Saint-Martenin,14
saint-martenain,Saint-Martenain,15
san-maurio,San-Maurio,10
saint-michelin,Saint-Michelin,14
colatain,Colatain,8
saint-offengeoi,Saint-Offengeoi,15
saint-oursien,Saint-Oursien,13
saint-oyennai,Saint-Oyennai,13
saint-patin,Saint-Patin,11
sanpaulan,Sanpaulan,9
saint-paulain,Saint-Paulain,13
saint-pierrain,Saint-Pierrain,14
san-pierran,San-Pierran,11
samperrein,Samperrein,10
corbierain,Corbierain,10
valdecrenan,Valdecrenan,11
saint-pierrot,Saint-Pierrot,13
saint-pierrain,Saint-Pierrain,14
remilien,Rémilien,8
saint-sorlinoi,Saint-Sorlinoi,14
sorpesai,Sorpesai,8
coudan,Coudan,6
sanviotain,Sanviotain,10
santaferain,Santaférain,11
saint-helenoi,Saint-Hélénoi,13
santelenoi,Santélènoi,10
alvezan,Alvezan,7
cuinain,Cuinain,7
routhenain,Routhenain,10
salinoi,Salinoi,7
seerain,Séerain,7
serrieroi,Serrièroi,9
sollierain,Solliérain,10
sonnazien,Sonnazien,9
termignonai,Termignonai,11
thesolai,Thesolai,8
thoirzan,Thoirzan,8
tignar,Tignar,6
tournonai,Tournonai,9
tourserain,Tourserain,10
traizelan,Traizelan,9
tresservien,Tresservien,11
trevignerain,Trévignerain,12
uginoi,Uginoi,6
avalin,Avalin,6
valezanai,Valezanai,9
valloirin,Valloirin,9
valmineux,Valmineux,9
venthonai,Venthonai,9
veroillot,Veroillot,9
devrai-gondragnier,Devrai-Gondragnier,18
verroyen,Verroyen,8
verthemexoi,Verthemexoi,11
villard-d-herien,Villard-d'Hérien,16
grus,Grus,4
villarain,Villarain,9
rembertin,Rembertin,9
gondrannien,Gondrannien,11
villarlurannai,Villarlurannai,14
villarogien,Villarogien,11
villarotin,Villarotin,10
vimenai,Vimenai,7
mollardin,Mollardin,9
vivierain,Vivierain,9
voglanai,Voglanai,8
yennoi,Yennoi,6
abondancien,Abondancien,11
albygeoi,Albygeoi,8
alexoi,Alexoi,6
allevain,Allevain,8
allingeoi,Allingeoi,9
allonzierain,Allonziérain,12
amancien,Amancien,8
ambillien,Ambillien,9
andilloi,Andilloi,8
annecien,Annécien,8
ancilevien,Ancilévien,10
annemassien,Annemassien,11
anthychoi,Anthychoi,9
arachoi,Arâchoi,7
arbusignien,Arbusignien,11
archampoi,Archampoi,9
arenthonnai,Arenthonnai,11
argonaute,Argonaute,9
armoisien,Armoisien,9
arthazien,Arthazien,9
vernodien,Vernodien,9
ayzoi,Ayzoi,5
ballaisonnai,Ballaisonnai,12
basseyran,Basseyran,9
beaumontoi,Beaumontoi,10
ballavaud,Ballavaud,9
bernolands,Bernolands,10
bloyen,Bloyen,6
bluffetienne,Bluffétienne,12
boegien,Boëgien,7
bogevan,Bogèvan,7
bonnoi,Bonnoi,6
bonnevalai,Bonnevalai,10
bonnevilloi,Bonnevilloi,11
bonsoi,Bonsoi,6
bossati,Bossati,7
boussignols,Boussignols,11
brenthonnoi,Brenthonnoi,11
brizonnier,Brizonnier,10
bornerands,Bornérands,10
cercieroi,Cerciéroi,9
cernexien,Cernexien,9
cervennai,Cervennai,9
chainazien,Chainazien,10
challongeoi,Challongeoi,11
chamoniard,Chamoniard,10
champangeoi,Champangeoi,11
chapeirien,Chapeirien,10
charvonnoi,Charvonnoi,10
chatelan,Châtelan,8
cassandrin,Cassandrin,10
chaumontoi,Chaumontoi,10
chavannoi,Chavannoi,9
chavanodin,Chavanodin,10
chenoi,Chênoi,6
chenexien,Chênexien,9
chensinoi,Chensinoi,9
chessenien,Chessenien,10
chevalinoi,Chevalinoi,10
chevenard,Chevenard,9
chevrieroi,Chevriéroi,10
chillyen,Chillyen,8
choisylien,Choisylien,10
clarafonai,Clarafonai,10
clermontoi,Clermontoi,10
clusien,Clusien,7
collongeoi,Collongeoi,10
combloran,Combloran,9
saintes-colombie,Saintes-Colombie,16
contaminoi,Contaminoi,10
contaminoi,Contaminoi,10
copponexien,Copponexien,11
cordonnants,Cordonnants,11
cornierands,Corniérands,11
gevrien,Gévrien,7
cranves-salien,Cranves-Salièn,14
crempignolain,Crempignolain,13
cruseilloi,Cruseilloi,10
cusiard,Cusiard,7
cuvetin,Cuvetin,7
demi-quartelain,Demi-Quartelain,15
desingeoi,Desingeoi,9
dingeoi,Dingeoi,7
dingien,Dingien,7
domancherot,Domancherot,11
doussardien,Doussardien,11
douvainoi,Douvainoi,9
draillanai,Draillanai,10
droiselands,Droiselands,11
dunoi,Dunoi,5
eloisien,Eloisien,8
entremontain,Entremontain,12
entrevernain,Entrevernain,12
epanien,Epanien,7
essert-romanai,Essert-Romanai,14
etalien,Etalien,7
etercien,Etercien,8
etrembieroi,Etrembièroi,11
evianai,Evianai,7
eviroi,Eviroi,6
excenevien,Excenevien,10
faucignerands,Faucignerands,13
favergien,Favergien,9
feigeroi,Feigèroi,8
fesserain,Fesserain,9
feterniants,Féterniants,11
fillingeoi,Fillingeoi,10
franclinoi,Franclinoi,10
frangypan,Frangypan,9
gaillardin,Gaillardin,10
gican,Gican,5
groisilien,Groisilien,10
gruffeen,Grufféen,8
dhaberants,Dhabérants,10
dhaberants,Dhabérants,10
hautevilloi,Hautevilloi,11
herigeoi,Herigeoi,8
jonzieroi,Jonziéroi,9
juvignien,Juvignien,9
balmeen,Balméen,7
balmain,Balmain,7
baumi,Baumi,5
chapellan,Chapellan,9
chapellin,Chapellin,9
chapellain,Chapellain,10
cluses,Cluses,6
coutain,Coutain,7
forclan,Forclan,7
murazien,Murazien,8
riverot,Riverot,7
rochoi,Rochoi,6
tourinoi,Tourinoi,8
verniants,Verniants,9
larringeoi,Larringeoi,10
lathuilien,Lathuilien,10
biotin,Biotin,6
bochard,Bochard,7
bornandin,Bornandin,9
borniands,Borniands,9
reposerands,Reposerands,11
sappeyan,Sappeyan,8
clertin,Clertin,7
contaminard,Contaminard,11
getoi,Gêtoi,5
houchard,Houchard,8
ollieroi,Olliéroi,8
villardin,Villardin,9
leschalien,Leschalien,10
loisinoi,Loisinoi,8
lornerain,Lornerain,9
lovanien,Lovanien,8
lucingeoi,Lucingeoi,9
lugrinoi,Lugrinoi,8
lullinoi,Lullinoi,8
lulloi,Lulloi,6
lyaudain,Lyaudain,8
machillien,Machillien,10
maglanchard,Maglanchard,11
manigodin,Manigodin,9
marcellanai,Marcellanai,11
marcellazien,Marcellazien,12
margencelloi,Margencelloi,12
marignerot,Marignerot,10
marignien,Marignien,9
maringon,Maringon,8
marlinoi,Marlinoi,8
marliozien,Marliozien,10
marnerot,Marnerot,8
massingien,Massingien,10
massongien,Massongien,10
maxillien,Maxillien,9
megevan,Mégevan,7
megevan,Mégevan,7
meilleron,Meilleron,9
menthonnai,Menthonnai,10
menthnali,Menthnali,9
menthonnexoi,Menthonnexoi,12
mesignien,Mesignien,9
messerolin,Messerolin,10
metz-tesseran,Metz-Tesseran,13
meythesan,Meythésan,9
mieusserands,Mieusserands,12
minzieroi,Minziéroi,9
monnerants,Monnerants,10
dumonts,Dumonts,7
montagnolan,Montagnolan,11
montminoi,Montminoi,9
meurian,Meurian,7
morillonnai,Morillonnai,11
morzinoi,Morzinoi,8
moyeres,Moyères,7
murain,Mûrain,6
musiegeoi,Musiègeoi,9
nancherot,Nancherot,9
nangeen,Nangéen,7
naverain,Naverain,8
neronien,Néronien,8
neuvecelloi,Neuvecelloi,11
neydanai,Neydanai,8
nonglardien,Nonglardien,11
novellan,Novellan,8
onnionai,Onnionai,8
orcierain,Orciérain,9
passerands,Passerands,10
peillonnexoi,Peillonnexoi,12
perrignin,Perrignin,9
perjussien,Perjussien,10
poisillien,Poisillien,10
pralin,Pralin,6
presillien,Présillien,10
priniacien,Priniacien,10
publierain,Publiérain,10
quintali,Quintali,8
reignerands,Reignerands,11
reyvran,Reyvran,7
rumillien,Rumillien,9
santadrion,Santadrion,10
saint-blaisien,Saint-Blaisien,14
saint-cerguoi,Saint-Cerguoi,13
saint-eusebien,Saint-Eusébien,14
eustachoi,Eustachoi,9
saint-felicien,Saint-Félicien,14
saint-ferreolien,Saint-Ferréolien,16
saint-germinoi,Saint-Germinoi,14
saint-gervolain,Saint-Gervolain,15
gingolai,Gingolai,8
saint-jean-d-aulphoi,Saint-Jean-d'Aulphoi,20
saint-jeandin,Saint-Jeandin,13
tholomien,Tholomien,9
saint-jeoirien,Saint-Jeoirien,14
saint-jorien,Saint-Jorien,12
saint-juliennoi,Saint-Juliennoi,15
laurentin,Laurentin,9
saint-martinoi,Saint-Martinoi,14
saint-paulain,Saint-Paulain,13
saint-pierroi,Saint-Pierroi,13
matondus,Matondus,8
saint-sixtain,Saint-Sixtain,13
saint-sylvestin,Saint-Sylvestin,15
salesien,Salésien,8
sallanchard,Sallanchard,11
sallenovien,Sallenôvien,11
septimontain,Septimontain,12
savignerands,Savignerands,12
sacellan,Sacellan,8
scientrien,Scientrien,10
sciezoi,Sciezoi,7
chonverot,Chonverot,9
serravatin,Serravatin,10
servozien,Servozien,9
sevriolain,Sevriolain,10
seynodien,Seynodien,9
seysselan,Seysselan,9
seythenayard,Seythenayard,12
seytrousien,Seytrousien,11
sillingien,Sillingien,10
sizerets,Sizerets,8
talloirien,Talloirien,10
jacquemard,Jacquemard,10
thollogands,Thollogands,11
thonai,Thônai,6
thononai,Thononai,8
thoranai,Thoranai,8
thusien,Thusien,7
thylon,Thylon,6
usinarai,Usinarai,8
vacheressands,Vacheressands,13
vaillerands,Vaillérands,11
valfieran,Valfiéran,9
valleiryen,Valleiryen,10
vallerien,Vallérien,9
vallorcin,Vallorcin,9
vanzien,Vanzien,7
vaulxoi,Vaulxoi,7
veigycien,Veigycien,9
lhotti,Lhotti,6
vernoi,Vernoi,6
versonnexoi,Versonnexoi,11
vetrazien,Vetrazien,9
veyrolain,Veyrolain,9
villardan,Villardan,9
villazoi,Villazoi,8
villageoi,Villageoi,9
villamagnain,Villamagnain,12
favi,Favi,4
villoi,Villoi,6
vinzolai,Vinzolai,8
virien,Virien,6
viuzien,Viuzien,7
viulan,Viulan,6
vougerot,Vougerot,8
bornain,Bornain,7
vulbensoi,Vulbensoi,9
yvoirien,Yvoirien,8
parisien,Parisien,8
allouvillai,Allouvillai,11
alvimarai,Alvimarai,9
ambrumesnlai,Ambrumesnlai,12
amfrevillai,Amfrevillai,11
amfrevillai,Amfrevillai,11
anceaumevillai,Anceaumevillai,14
ancourtai,Ancourtai,9
ancourtevillai,Ancourtevillai,14
ancretievillai,Ancretiévillai,14
ancrettevillai,Ancrettevillai,14
angervillai,Angervillai,11
angervillai,Angervillai,11
angervillai,Angervillai,11
angerlai,Angerlai,8
anglesquevillai,Anglesquevillai,15
anglesquevillai,Anglesquevillai,15
annevillai,Annevillai,10
annevillai,Annevillai,10
annouvillai,Annouvillai,11
anquetiervillai,Anquetiervillai,15
anvevillai,Anvévillai,10
ardouvalai,Ardouvalai,10
argueilleux,Argueilleux,11
arquai,Arquai,6
assignilai,Assignilai,10
aubeguimontoi,Aubéguimontoi,13
aubermesnilai,Aubermesnilai,13
aubermesnillai,Aubermesnillai,14
aubervillai,Aubervillai,11
aubervillai,Aubervillai,11
aubervillai,Aubervillai,11
altifagien,Altifagien,10
aumaloi,Aumaloi,7
auppegardai,Auppegardai,11
auquemesnilai,Auquemesnilai,13
authieusai,Authieusai,10
autignai,Autignai,8
autretotai,Autretotai,10
auvillierai,Auvillierai,11
auzeboscai,Auzeboscai,10
auzouvillai,Auzouvillai,11
auzouvillai,Auzouvillai,11
auzouvillai,Auzouvillai,11
auzouvillai,Auzouvillai,11
avesnoi,Avesnoi,7
avesnoi,Avesnoi,7
avremesnillai,Avremesnillai,13
bacquevillai,Bacquevillai,12
bailleulai,Bailleulai,10
bailloletai,Bailloletai,11
bailloi,Bailloi,7
banai,Banai,5
bardouvillai,Bardouvillai,12
barentinoi,Barentinoi,10
baromesniloi,Baromesniloi,12
bazinvaloi,Bazinvaloi,10
beaubecien,Beaubécien,10
beaumontai,Beaumontai,10
beaurepairai,Beaurepairai,12
beaussaultoi,Beaussaultoi,12
beautotai,Beautotai,9
beauvalai,Beauvalai,9
beauvoirien,Beauvoirien,11
bec-de-mortagnai,Bec-de-Mortagnai,16
belbeuvien,Belbeuvien,10
bellencombrai,Bellencombrai,13
bellengrevillai,Bellengrevillai,15
bellevillai,Bellevillai,11
bellevillai,Bellevillai,11
belmesnilai,Belmesnilai,11
benarvilai,Bénarvilai,10
benesvillai,Bénesvillai,11
bennetotai,Bennetotai,10
benouvillai,Bénouvillai,11
bermonvillai,Bermonvillai,12
bernevalai,Bernevalai,10
bernieroi,Bernièroi,9
bertheauvillai,Bertheauvillai,14
bertrevillai,Bertrevillai,12
bertrevillai,Bertrevillai,12
bertrimontai,Bertrimontai,12
bervillai,Bervillai,9
bervillai,Bervillai,9
bettevillai,Bettevillai,11
beuzevillai,Beuzevillai,11
beuzevillai,Beuzevillai,11
beuzevillettai,Beuzevillettai,14
bezancourtoi,Bézancourtoi,12
biervillai,Biervillai,10
bihorellai,Bihorellai,10
bivillai,Bivillai,8
bivillai,Bivillai,8
bivillai,Bivillai,8
blacquevillai,Blacquevillai,13
blainvillai,Blainvillai,11
blangeoi,Blangeoi,8
blossevillai,Blossevillai,12
bois-guilbertai,Bois-Guilbertai,15
bois-guillaumai,Bois-Guillaumai,15
heroldien,Héroldien,9
bois-himontoi,Bois-Himontoi,13
bois-episcopien,Bois-Episcopien,15
buccetien,Buccetien,9
bolbecai,Bolbécai,8
bollevillai,Bollevillai,11
bonoxilien,Bonoxilien,10
boesien,Boésien,7
bordelai,Bordelai,8
bornambuscai,Bornambuscai,12
bosc-berengeroi,Bosc-Berengeroi,15
bordeloi,Bordeloi,8
bosc-edelinoi,Bosc-Edelinoi,13
bosc-guerardai,Bosc-Guérardai,14
boshionnai,Boshionnai,10
bolhardai,Bolhardai,9
bosc-mesnilloi,Bosc-Mesnilloi,14
rogeloi,Rogéloi,7
bosvillai,Bosvillai,9
boudevillai,Boudevillai,11
bouellai,Bouellai,8
bourdainvillai,Bourdainvillai,14
bourvillai,Bourvillai,10
bouvillai,Bouvillai,9
brachetai,Brachetai,9
bracquemontai,Bracquemontai,13
bracourtuitai,Bracourtuitai,13
bradiancourtai,Bradiancourtai,14
brametotai,Brametotai,10
breautai,Bréautai,8
bremontoi,Brémontoi,9
brettevillai,Brettevillai,12
brettevillai,Brettevillai,12
brunvillai,Brunvillai,10
buchoi,Buchoi,6
bullyloi,Bullyloi,8
buroi,Buroi,5
butotai,Butotai,7
butotai,Butotai,7
caillevillai,Caillevillai,12
caillai,Caillai,7
callengevillai,Callengevillai,14
callevillai,Callevillai,11
campneusevillai,Campneusevillai,15
canehanai,Canehanai,9
canouvillai,Canouvillai,11
cantilien,Cantilien,9
canvillai,Canvillai,9
canycai,Canycai,7
carvillai,Carvillai,9
carvillai,Carvillai,9
castenai,Castenai,8
caudebecquai,Caudebecquai,12
caudebecai,Caudebécai,10
cauvillai,Cauvillai,9
cidevillai,Cidevillai,10
claisien,Claisien,8
clasvillai,Clasvillai,10
clavillai,Clavillai,9
cleonnai,Cléonnai,8
cleroi,Clèroi,6
cleuvillai,Cleuvillai,10
clevillai,Clévillai,9
cliponvillai,Cliponvillai,12
collevillai,Collevillai,11
colmesnillai,Colmesnillai,12
compainvillai,Compainvillai,13
contevillai,Contevillai,11
contremoulinai,Contremoulinai,14
cottevrardai,Cottévrardai,12
crasvillai,Crasvillai,10
crasvillai,Crasvillai,10
cressoi,Cressoi,7
crieloi,Crieloi,7
criquebeuvien,Criquebeuvien,13
criquetotai,Criquetotai,11
criquetotai,Criquetotai,11
criquetotai,Criquetotai,11
criquetotai,Criquetotai,11
criqueroi,Criquéroi,9
critotai,Critotai,8
croisillai,Croisillai,10
croixmarien,Croixmarien,11
croixdallai,Croixdallai,11
cropusien,Cropusien,9
crosvillai,Crosvillai,10
cuvervillai,Cuvervillai,11
cuvervillai,Cuvervillai,11
cuy-saint-fiacrai,Cuy-Saint-Fiacrai,17
dampierroi,Dampierroi,10
dampierroi,Dampierroi,10
dancourtoi,Dancourtoi,10
darnetalai,Darnétalai,10
daubeuvai,Daubeuvai,9
denestanvilloi,Dénestanvilloi,14
derchignyen,Derchignyen,11
devilloi,Dévilloi,8
dieppoi,Dieppoi,7
doudeauvillai,Doudeauvillai,13
doudevillai,Doudevillai,11
douvrendoi,Douvrendoi,10
drosayai,Drosayai,8
duclairoi,Duclairoi,9
ecallai,Ecallai,7
ecrainvillai,Ecrainvillai,12
ecrettevillai,Ecrettevillai,13
ecrettevillai,Ecrettevillai,13
ectotai,Ectotai,7
elbeuvien,Elbeuvien,9
elbeuvien,Elbeuvien,9
elbeuvien,Elbeuvien,9
eletotai,Eletotai,8
ellecourtoi,Ellecourtoi,11
emanvillai,Emanvillai,10
envermeudoi,Envermeudoi,11
envronvillai,Envronvillai,12
spinicien,Spinicien,9
epouvillai,Epouvillai,10
epretotai,Epretotai,9
eprevillai,Eprevillai,10
ermenouvillai,Ermenouvillai,13
ernemontoi,Ernemontoi,10
ernemontoi,Ernemontoi,10
esclavellai,Esclavellai,11
eslettai,Eslettai,8
estevillai,Estevillai,10
estoutevilloi,Estoutevilloi,13
etaimpuisai,Etaimpuisai,11
stainhusien,Stainhusien,11
etallevillai,Etallevillai,12
etalondai,Etalondai,9
etouttevillai,Etouttevillai,13
etretatai,Etretatai,9
eudoi,Eudoi,5
fallencourtoi,Fallencourtoi,13
fauvillai,Fauvillai,9
fecampoi,Fécampoi,8
ferrieroi,Ferrieroi,9
fesquoi,Fesquoi,7
flamanvillai,Flamanvillai,12
flamien,Flamien,7
flocquai,Flocquai,8
fongueusemarai,Fongueusemarai,14
fontainesai,Fontainesai,11
fontainai,Fontainai,9
bourguifontain,Bourguifontain,14
fontainai,Fontainai,9
fontain,Fontain,7
fontenaysien,Fontenaysien,12
forgion,Forgion,7
foucarmontoi,Foucarmontoi,12
foucartai,Foucartai,9
franquevillai,Franquevillai,13
freauvillai,Fréauvillai,11
frenaisien,Frenaisien,10
fresloi,Fresloi,7
fresnayen,Fresnayen,9
fresnoi,Fresnoi,7
fresnoyen,Fresnoyen,9
fresquiennai,Fresquiennai,12
freullevilloi,Freullevilloi,13
frevillai,Frévillai,9
frischemesnillai,Frischemesnillai,16
frobervillai,Frobervillai,12
frygeen,Frygéen,7
fultotai,Fultotai,8
gallifontain,Gallifontain,12
gainnevillai,Gainnevillai,12
gancourtoi,Gancourtoi,10
ganzevillai,Ganzevillai,11
gerponvillai,Gerponvillai,12
gervillai,Gervillai,9
glicourtai,Glicourtai,10
godervillai,Godervillai,11
gommervillai,Gommervillai,12
gonfrevillai,Gonfrevillai,12
gonfrevillai,Gonfrevillai,12
gonnetotai,Gonnetotai,10
gonnevillai,Gonnevillai,11
gonnevillai,Gonnevillai,11
