rewrite,gentile_h_ville_impr1,gentile_h_ville_impr2,nomcaractère
anostien,Anostien,,8
pilavoine,Pilavoines,,9
anzynois,Anzynois,,8
artaisien,Artaisien,,9
authumois,Authumois,,9
autunois,Autunois,,8
alcien,Alcien,,6
azeen,Azéen,,5
ballorien,Ballorien,,9
bantangeois,Bantangeois,,11
barizeen,Barizéen,,8
barnaysien,Barnaysien,,10
baronnais,Baronnais,,9
baudemontois,Baudemontois,,12
baudrierois,Baudriérois,,11
belgeacien,Belgéacien,,10
beauberychon,Beauberychon,,12
biaumonais,Biaumonais,,10
beaurepairien,Beaurepairien,,13
belvernoisien,Belvernoisien,,13
balusais,Balusais,,8
bergesserinois,Bergesserinois,,14
berzelavillien,Berzélavillien,,14
berzecastellois,Berzécastellois,,15
beydouin,Beydouin,,8
bisseen,Bisséen,,7
bissillon,Bissillon,,9
bissellois,Bissellois,,10
bissynois,Bissynois,,9
blanotais,Blanotais,,9
blanzynois,Blanzynois,,10
boscomarien,Boscomarien,,11
bonnayen,Bonnayens,,8
boscojeannais,Boscojeannais,,13
bouhannais,Bouhannais,,10
bourbonnien,Bourbonnien,,11
bourg-le-comtois,Bourg-le-Comtois,
burgovillanois,"Brevelandiaux ou Burgovillanois",,14
bouzeronnais,Bouzeronnais,,12
boetrat,Boëtrat,,7
bragnotin,Bragnotin,,9
brandonnais,Brandonnais,,11
brangeois,Brangeois,,9
braylois,Braylois,,8
bressois,Bressois,,8
brenaud,Brenaud,,7
brionnais,Brionnais,,9
broyant,Broyants,,7
bruaillois,Bruaillois,,10
b-firon,B'firon,,7
burgeron,Burgeron,,8
beurnanciau,Beurnanciaux,,11
burzinois,Burzinois,,9
bussiron,Bussiron,,8
buxynois,Buxynois,,8
ceronnais,Céronnais,,9
cersotin,Cersotin,,8
chagnotin,Chagnotin,,9
chaintreen,Chaintréen,,10
chalmouxois,Chalmouxois,,11
chalonnais,Chalonnais,,10
chambillois,Chambillois,,11
chamilliacois,Chamilliacois,,13
campagnais,Campagnais,,10
champagnard,Champagnard,,11
champforgeuillais,Champforgeuillais,,17
chanois,Chânois,,7
changeois,Changeois,,9
changysois,Changysois,,10
chapaizien,Chapaizien,,10
charbonnatois,Charbonnatois,,13
leunais,Leunais,,7
charneuron,Charneuron,,10
charettois,Charettois,,10
carmedusien,Carmédusien,,11
charnaysois,Charnaysois,,11
charnaysien,Charnaysien,,11
charollais,Charollais,,10
charcycois,Charcycois,,10
chasselouti,Chasseloutis,,11
chasseen,Chasséen,,8
chassignon,Chassignon,,10
chassyssois,Chassyssois,,11
chatelain,Chatelain,,9
castelmoronais,Castelmoronais,,14
chatenoyen,Châtenoyens,,10
chatenoyen,Chatenoyens,,10
chaudenaysien,Chaudenaysien,,13
chauffaillon,Chauffaillon,,12
cheillais,Cheillais,,9
chenayot,Chenayot,,8
chenovois,Chenôvois,,9
cherzotin,Cherzotin,,9
chevagnotin,Chevagnotin,,11
chevagnais,Chevagnais,,10
chiddois,Chiddois,,8
chisseen,Chisséen,,8
chissayon,Chissayon,,9
cielois,Ciélois,,7
cirysien,Cirysien,,8
clerminois,Clerminois,,10
clesseen,Clesséen,,8
clessyssois,Clessyssois,,11
clunysois,Clunysois,,9
collongeois,Collongeois,,11
collongeois,Collongeois,,11
colombigeois,Colombigeois,,12
condalois,Condalois,,9
cordessien,Cordessien,,10
cormatinois,Cormatinois,,11
cortambergeois,Cortambergeois,,14
cortevaisien,Cortevaisien,,12
coublandi,Coublandis,,9
couchois,Couchois,,8
crechois,Crêchois,,8
creotien,Créotien,,8
cressycois,Cressyçois,,10
crissotin,Crissotin,,9
cronatien,Cronatien,,9
cruzillois,Cruzillois,,10
cuisellien,Cuisellien,,10
cuiserotain,Cuiserotain,,11
cullois,Cullois,,7
curbignois,Curbignois,,10
curdinois,Curdinois,,9
curgeen,Curgéen,,7
curtisien,Curtisien,,9
curtilois,Curtilois,,9
cussyssois,Cussyssois,,10
cuzyquois,Cuzyquois,,9
damerois,Damerois,,8
dampierri,Dampierris,,9
davayouti,Davayoutis,,9
demignois,Demignois,,9
dennevien,Dennevien,,9
detteyen,Detteyens,,8
devrouzien,Devrouzien,,10
dezizois,Dezizois,,8
diconnois,Diconnois,,9
digoinais,Digoinais,,9
dommartinois,Dommartinois,,12
dompierrois,Dompierrois,,11
donzyron,Donzyron,,8
dracysien,Dracysien,,9
draceen,Dracéen,,7
dyotois,Dyotois,,7
ecuelle,Ecuellés,,7
ecuissois,Ecuissois,,9
epertullais,Epertullais,,11
epervanais,Epervanais,,10
epinacois,Epinacois,,9
essertennois,Essertennois,,12
etangeois,Etangeois,,9
etrignois,Etrignois,,9
fargeois,Fargeois,,8
fargeat,Fargeat,,7
flaceen,Flacéen,,7
flagicien,Flagicien,,9
fleurvillois,Fleurvillois,,12
fleurandin,Fleurandin,,10
fletois,Flétois,,7
fontenois,Fontenois,,9
fontenaisien,Fontenaisien,,12
fragnois,Fragnois,,8
frangypan,Frangypan,,9
fretteranais,Fretteranais,,12
frontenaisien,Frontenaisien,,13
frontenalien,Frontenalien,,12
fuisseen,Fuisséen,,8
genelardais,Génelardais,,11
genolien,Génolien,,8
gergotin,Gergotin,,8
germollin,Germollin,,9
giblotin,Giblotin,,8
gignerat,Gignerat,,8
gillyssois,Gillyssois,,10
givrotin,Givrotin,,8
gourdonnais,Gourdonnais,,11
grandvallois,Grandvallois,,12
grangeais,Grangeais,,9
grevillon,Grevillon,,9
grurissois,Grurissois,,10
guegnonnais,Gueugnonnais,,11
huillytais,Huillytais,,10
gueulati,Gueulatis,,8
igeen,Igéen,,5
iguerandais,Iguerandais,,11
issyquois,Issyquois,,9
gemulois,Gemulois,,8
joncynois,Joncynois,,9
joudois,Joudois,,7
jouvenconnais,Jouvençonnais,,13
jugerat,Jugerat,,7
abergementais,Abergementais,,13
bargementais,Bargementais,,12
hospitois,Hospitois,,9
boulayain,Boulayain,,9
cellois,Cellois,,7
capellimansois,Capellimansois,,14
chapellois,Chapellois,,10
capelin,Capelin,,7
chapellat,Chapellat,,9
chapalais,Chapalais,,9
charmillat,Charmillat,,10
chaulais,Chaulais,,8
clayettois,Clayettois,,10
comellois,Comellois,,9
frettard,Frettard,,8
genetod,Genêtods,,7
potenais,Potenais,,8
guichois,Guichois,,8
loyerois,Loyerois,,8
motois,Motois,,6
racenousais,Racenousais,,11
saint-sorlinois,Saint-Sorlinois,
villeneuvois,Villeneuvois,,12
crotais,Crotais,,7
laivois,Laivois,,7
laizeen,Laizéen,,7
leurat,Leurat,,6
lanniaux,Lanniaux,,8
brogelien,Brogélien,,9
creusotin,Creusotin,,9
planoisien,Planoisien,,10
tartreen,Tartréen,,8
bizotin,Bizotin,,7
bordais,Bordais,,7
guerreausien,Guerreausien,,12
lesmois,Lesmois,,7
lessardien,Lessardien,,10
essartois,Essartois,,9
leynois,Leynois,,7
lignerot,Lignerot,,8
loisytais,Loisytais,,9
louhannais,Louhannais,,10
lournandiaux,Lournandiaux,,12
lucenois,Lucenois,,8
lugnisois,Lugnisois,,9
maconnais,Mâconnais,,9
maillerot,Maillerot,,9
maltadien,Maltadien,,9
manceen,Mancéen,,7
marcignot,Marcignot,,9
marcilleen,Marcilléen,,10
massillais,Massillais,,10
issymarlyssois,Issymarlyssois,,14
marmignaud,Marmignaud,,10
marningaux,Marningaux,,10
martaillon,Martaillon,,10
massillois,Massillois,,10
massien,Massien,,7
matourin,Matourin,,8
mazillon,Mazillon,,8
melayot,Melayot,,7
melleceen,Mellecéen,,9
menetreuillais,Ménetreuillais,,14
mercureen,Mercuréen,,9
mervandiaux,Mervandiaux,,11
mechiuyat,Mechiuyat,,9
mesvrien,Mesvrien,,8
millerouti,Milleroutis,,10
montais,Montais,,7
montagnard,Montagnard,,10
montagnon,Montagnon,,9
montagnon,Montagnon,,9
montbellois,Montbellois,,11
montcellien,Montcellien,,11
montcellien,Montcellien,,11
monticinois,Monticinois,,11
montchaninois,Montchaninois,,13
conymontain,Conymontain,,11
monthelonnais,Monthelonnais,,13
montmelardais,Montmelardais,,13
montmortois,Montmortois,,11
montponnais,Montponnais,,11
montretois,Montretois,,10
morletain,Morletain,,9
mornaysien,Mornaysien,,10
morogeois,Morogeois,,9
moustierois,Moustiérois,,11
mussiat,Mussiat,,7
nantonnais,Nantonnais,,10
navillois,Navillois,,9
neuvicois,Neuvicois,,9
nochizois,Nochizois,,9
ormillat,Ormillat,,8
oslonnais,Oslonnais,,9
uldierois,Uldiérois,,9
oratorien,Oratorien,,9
ouriat,Ouriat,,6
oyeen,Oyéen,,5
ozenayon,Ozenayon,,8
ozollois,Ozollois,,8
palingeois,Palingeois,,10
palleaudin,Palleaudin,,10
parodien,Parodien,,8
peronnais,Péronnais,,9
perrecycois,Perrecycois,,11
perreuillois,Perreuillois,,12
patriniacois,Patriniacois,,12
pierrois,Pierrois,,8
piarch-liouti,Piarch'lioutis,,13
plottais,Plottais,,8
possideen,Possidéen,,9
pontdubien,Pontdubien,,10
polliacien,Polliacien,,10
pourlantin,Pourlantin,,10
preteron,Préteron,,8
prisseen,Prisséen,,8
pruzillaton,Pruzillaton,,11
rancillat,Rancillat,,9
ratenellais,Ratenellais,,11
reclesnois,Reclesnois,,10
rignyssois,Rignyssois,,10
romanechois,Romanéchois,,11
roseyien,Roseyien,,8
rullyotin,Rullyotin,,9
sagyrois,Sagyrois,,8
saillenardais,Saillenardais,,13
saint-agnanais,Saint-Agnanais,
saint-albinois,Saint-Albinois,
sanctamorien,Sanctamorien,,12
saint-aubinois,Saint-Aubinois,
saint-aubinois,Saint-Aubinois,
san-berinois,San-Bérinois,
saint-baudilien,Saint-Baudilien,
bonnetois,Bonnetois,,9
saint-cyrien,Saint-Cyrien,
dionysien,Dionysien,,9
desireen,Désiréen,,8
saint-desiderien,Saint-Désidérien,
saint-desiderien,Saint-Désidérien,
saint-eusebois,Saint-Eusébois,
saint-fereolien,Saint-Féréolien,
scisseen,Scisséen,,8
jouvenceau,Jouvenceau,,10
san-germinois,San-Germinois,
san-germinois,San-Germinois,
saint-germinois,Saint-Germinois,
valigervasien,Valigervasien,,13
hurugeois,Hurugeois,,9
saintignion,Saintignion,,11
trezijeannois,Trézijeannois,,13
vallijeannois,Vallijeannois,,13
juliennois,Juliénnois,,10
saint-laurentin,Saint-Laurentin,
lendgarien,Lendgarien,,10
leodegarien,Leodégarien,,11
leodegarien,Léodégarien,,11
sanldziron,Sanldziron,,10
leodegarien,Léodégarien,,11
saint-lupeen,Saint-Lupéen,
san-marciaux,San-Marciaux,
vallimedartien,Vallimédartien,,14
lacimartinois,Lacimartinois,,13
san-martinois,San-Martinois,
acimontimartinois,Acimontimartinois,,17
castelnovimauricien,Castelnovimauricien,,19
couchimauricien,Couchimauricien,,15
varennois,Varennois,,9
sampiarri,Sampiarris,,9
saint-privatien,Saint-Privatien,
saint-rachois,Saint-Rachois,
san-remois,San-Rémois,
saint-serninois,Saint-Serninois,
stophrinois,Stophrinois,,11
sensfrinois,Sensfrinois,,11
saint-eusebien,Saint-Eusèbien,
valloirien,Valloirien,,10
bragnyvincentais,Bragnyvincentais,,16
cecilien,Cécilien,,8
fidesien,Fidésien,,8
saint-helenesien,Saint-Hélénésien,
radegondois,Radegondois,,11
sanceen,Sancéen,,7
sanvignard,Sanvignard,,10
senochois,Sénochois,,9
saulais,Saulais,,7
salnerien,Salnérien,,9
saviangeois,Saviangeois,,11
semurois,Semurois,,8
senneceen,Sennecéen,,9
senonais,Senonais,,8
serleen,Serléen,,7
simandrin,Simandrin,,9
simardin,Simardin,,8
solutreen,Solutréen,,9
sornaysien,Sornaysien,,10
sullysien,Sullysien,,9
taizeen,Taizéen,,7
thillois,Thillois,,8
tintrysien,Tintrysien,,10
torceen,Torcéen,,7
toulonnais,Toulonnais,,10
tournusien,Tournusien,,10
tramayon,Tramayon,,8
trivigeois,Trivigeois,,10
chizerot,Chizerot,,8
uchonnais,Uchonnais,,9
uxellois,Uxellois,,8
vareillois,Vareillois,,10
varennois,Varennois,,9
varnois,Varnois,,7
varennois,Varennois,,9
varennois,Varennois,,9
varennois,Varennois,,9
vaubanais,Vaubanais,,9
valloisien,Valloisien,,10
vendenessois,Vendenessois,,12
vendenessois,Vendenessois,,12
verdunois,Verdunois,,9
vergissonnais,Vergissonnais,,13
vroulon,Vroulon,,7
versois,Versois,,7
verzeen,Verzéen,,7
villegaudinois,Villegaudinois,,14
montivilleneuvien,Montivilleneuvien,,17
vinzellois,Vinzellois,,10
vireen,Viréen,,6
virois,Virois,,6
vitrier,Vitriers,,7
vitrycois,Vitryçois,,9
aigneen,Aignéen,,7
allonnais,Allonnais,,9
amneen,Amnéen,,6
ancinnois,Ancinnois,,9
arconneen,Arçonnéen,,9
ardenaisien,Ardenaisien,,11
arnageois,Arnageois,,9
arthezeen,Arthezéen,,9
asnierois,Asniérois,,9
assebolien,Assébolien,,10
asseen,Asséen,,6
aubignanais,Aubignanais,,11
auversois,Auversois,,9
auversois,Auversois,,9
avesnois,Avesnois,,8
avesseen,Avesséen,,8
avezeen,Avezéen,,7
avoisien,Avoisien,,8
ballonnais,Ballonnais,,10
bazougeois,Bazougeois,,10
belfaidien,Belfaidien,,10
belmontais,Belmontais,,10
beaumontais,Beaumontais,,11
belmontais,Belmontais,,10
beilleen,Beilléen,,8
berfaysien,Berfaysien,,10
bernois,Bernois,,7
berusien,Bérusien,,8
besseen,Besséen,,7
bethuneen,Béthunéen,,9
blevois,Blévois,,7
boesseen,Boësséen,,8
bonnetablien,Bonnétablien,,12
bouerien,Bouërien,,8
bilurien,Bilurien,,8
regis-borgien,Régis-Borgien,
bousseron,Bousseron,,9
brennois,Brennois,,8
brettois,Brettois,,8
briosnais,Briosnais,,9
brulonnais,Brûlonnais,,10
ceranaises-foulletourtois,Céranais-Foulletourtois,
chahaignaux,Chahaignaux,,11
challois,Challois,,8
champagneen,Champagnéen,,11
champflorain,Champflorain,,12
champronnais,Champronais,,12
changeen,Changéen,,8
chantenaysien,Chantenaysien,,13
coquin,Coquin,,6
castelorien,Castélorien,,11
castelien,Castelien,,9
calidofournien,Calidofournien,,14
chemireen,Chemiréen,,9
chemireen,Chemiréen,,9
cheneysien,Cheneysien,,10
catonicien,Catonicien,,10
cheranceen,Chérancéen,,10
cherreen,Cherréen,,8
cherreausien,Cherreausien,,12
chevilleen,Chevilléen,,10
clermontois,Clermontois,,11
cognerois,Cognerois,,9
commerveillais,Commerveillais,,14
conflanais,Conflanais,,10
congeen,Congéen,,7
conlinois,Conlinois,,9
connerreen,Connerréen,,10
contillais,Contillais,,10
cormeen,Corméen,,7
coudrecelestin,Coudrecelestin,,14
coulainais,Coulainais,,10
coulanais,Coulanais,,9
colombeen,Colombéen,,9
coulongeois,Coulongeois,,11
courceb�usien,Courcebœusien,,13
courcellais,Courcellais,,11
courcemontais,Courcemontais,,13
courcivalois,Courcivalois,,12
courdemanchois,Courdemanchois,,14
courgannais,Courgannais,,11
cosnellien,Cosnellien,,10
courtilleen,Courtilléen,,11
crannais,Crannais,,8
creacier,Créaciers,,8
criseen,Criséen,,7
crosmierois,Crosmièrois,,11
curois,Curois,,6
dangeulois,Dangeulois,,10
degreen,Degréen,,7
dehaultais,Dehaultais,,10
dissayeen,Dissayéen,,9
disseen,Disséen,,7
disseen,Disséen,,7
dollonnais,Dollonnais,,10
domfrontais,Domfrontais,,11
doucellois,Doucellois,,10
dunois,Dunois,,6
dureillois,Dureillois,,10
ecommeen,Ecomméen,,8
ecorpinois,Ecorpinois,,10
spineen,Spinéen,,7
etivalois,Etivalois,,9
evailleenn,Evailléenn,,10
fatinois,Fatinois,,8
fayard,Fayard,,6
fercein,Fercéin,,7
filleen,Filléen,,7
fleen,Fléen,,5
fontenaysien,Fontenaysien,,12
fresnois,Fresnois,,8
flacumeen,Flacuméen,,9
gesnois,Gesnois,,7
grandchampois,Grandchampois,,13
grezois,Grézois,,7
guecelardais,Guécélardais,,12
jauzeen,Jauzéen,,7
jouesien,Jouesien,,8
joyeux,Joyeux,,6
juigneen,Juignéen,,8
juilleen,Juilléen,,8
jupillais,Jupillais,,9
bazogien,Bazogien,,8
bosseen,Bosséen,,7
bruerois,Bruérois,,8
chapellois,Chapellois,,10
chapellois,Chapellois,,10
chapellois,Chapellois,,10
gaugainais,Gaugainais,,10
capellhuonnais,Capellhuonnais,,14
capellaubinois,Capellaubinois,,14
capellofrayen,Capellofrayens,,13
capelloremyen,Capelloremyens,,13
chartrain,Chartrain,,9
fertois,Fertois,,7
flechois,Fléchois,,8
fontainois,Fontainois,,10
fresnayon,Fresnayon,,9
guierchois,Guierchois,,10
milessois,Milessois,,9
quintois,Quintois,,8
suzerain,Suzerain,,8
laigneen,Laignéen,,8
lamnaysien,Lamnaysien,,10
lavardinois,Lavardinois,,11
lavareen,Lavaréen,,8
lavenaysien,Lavenaysien,,11
lavernais,Lavernais,,9
bailleulois,Bailleulois,,11
breillois,Breillois,,9
chevinois,Chevinois,,9
luceen,Lucéen,,6
grezois,Grézois,,7
luartais,Luartais,,8
ludois,Ludois,,6
manceau,Manceau,,7
tronchetois,Tronchetois,,11
aulnois,Aulnois,,7
meen,Méen,,4
lhommois,Lhommois,,8
ligronnais,Ligronnais,,10
livetain,Livetain,,8
lombronnais,Lombronnais,,11
louaillain,Louaillain,,10
louesien,Louésien,,8
louplandais,Louplandais,,11
louvinois,Louvinois,,9
luceen,Lucéen,,6
luceen,Lucéen,,6
luchois,Luchois,,7
maignenois,Maignénois,,10
maisoncellois,Maisoncellois,,13
malicornais,Malicornais,,11
mamertin,Mamertin,,8
mansigneen,Mansignéen,,10
marconnais,Marçonnais,,10
mareillain,Mareillain,,10
mareillais,Mareillais,,10
marescheen,Mareschéen,,10
marigeen,Marigéen,,8
marollais,Marollais,,9
marollais,Marollais,,9
marollettin,Marollettin,,11
mayetais,Mayetais,,8
melleraysien,Melleraysien,,12
meurceen,Meurcéen,,8
mezereen,Mézeréen,,8
mezierois,Mézièrois,,9
macerien,Macérien,,8
moitronnais,Moitronnais,,11
monceen,Moncéen,,7
monceen,Moncéen,,7
monthelodien,Monthélodien,,12
mont-saint-jeannais,Mont-Saint-Jeannais,
montabonais,Montabonais,,11
aillemontain,Aillemontain,,12
montbizotin,Montbizotin,,11
montgenois,Montgénois,,10
montmiraillais,Montmiraillais,,14
montreuillais,Montreuillais,,13
montreuillois,Montreuillois,,13
moulinois,Moulinois,,9
mulsannais,Mulsannais,,10
neufchatellois,Neufchâtellois,,14
neuvillois,Neuvillois,,10
neuvillettois,Neuvillettois,,13
novicien,Novicien,,8
nogentais,Nogentais,,9
nogentais,Nogentais,,9
pepeen,Pépéen,,6
nouantais,Nouantais,,9
noyennais,Noyennais,,9
jalaisien,Jalaisien,,9
oxellois,Oxellois,,8
oizeen,Oizéen,,6
parceen,Parcéen,,7
parennais,Parennais,,9
parigneen,Parignéen,,9
parigneen,Parignéen,,9
pereen,Peréen,,6
pezeen,Pezéen,,6
piaceen,Piacéen,,7
pinceen,Pincéen,,7
pirmilien,Pirmilien,,9
poilleen,Poilléen,,8
ponceen,Poncéen,,7
vallipontain,Vallipontain,,12
precigneen,Précignéen,,10
prevalois,Prévalois,,9
prevellois,Prévellois,,10
pruilleen,Pruilléen,,9
pruilleen,Pruilléen,,9
rahaysien,Rahaysien,,9
reneen,Renéen,,6
requeillois,Requeillois,,11
roezeen,Roëzéen,,7
rousseen,Rousséen,,8
rouesseen,Rouesséen,,9
rouezien,Rouézien,,8
rouillonnais,Rouillonnais,,12
coqueroupeen,Coqueroupéen,,12
ruaudinois,Ruaudinois,,10
ruilleen,Ruilléen,,8
ruillacois,Ruillacois,,10
sabolien,Sabolien,,8
saint-aignanais,Saint-Aignanais,
saint-aubinois,Saint-Aubinois,
saint-aubinois,Saint-Aubinois,
biezois,Biézois,,7
calaisien,Calaisien,,9
calezien,Calézien,,8
gerois,Gérois,,6
saint-christophorais,Saint-Christophorais,
saint-christophien,Saint-Christophien,
cornelien,Cornélien,,9
cosmeen,Cosméen,,7
dionysien,Dionysien,,9
dionysien,Dionysien,,9
boisgeorgien,Boisgeorgien,,12
rosayien,Rosayien,,8
saint-georgien,Saint-Georgien,
arceen,Arcéen,,6
saint-germinois,Saint-Germinois,
gervaisien,Gervaisien,,10
gervaisien,Gervaisien,,10
saint-hilairien,Saint-Hilairien,
asseen,Asséen,,6
mottais,Mottais,,7
echellois,Echellois,,9
jamboisien,Jamboisien,,10
saint-leonardais,Saint-Léonardais,
longonien,Longonien,,9
saint-maixentais,Saint-Maixentais,
marcelin,Marcelin,,8
saint-martien,Saint-Martien,
loquenaysien,Loquenaysien,,12
brierois,Brierois,,8
medardois,Médardois,,9
martinois,Martinois,,9
chavaignais,Chavaignais,,11
audonien,Audonien,,8
audonien,Audonien,,8
audonien,Audonien,,8
saint-paternais,Saint-Paternais,
saint-paulois,Saint-Paulois,
palvineen,Palvinéen,,9
chevillais,Chevillais,,10
petrobuxien,Pétrobuxien,,11
petriormois,Pétriormois,,11
saint-remois,Saint-Rémois,
remy-montais,Rémy-Montais,
valois,Valois,,6
saint-sannien,Saint-Sannien,
saint-symphorinois,Saint-Symphorinois,
saint-victorien,Saint-Victorien,
viventien,Viventien,,9
cerottois,Cérottois,,9
saint-jammois,Saint-Jammois,
osmanien,Osmanien,,8
sabinois,Sabinois,,8
sagonentien,Sagonentien,,11
sarceen,Sarcéen,,7
sargeen,Sargéen,,7
savigneen,Savignéen,,9
savigneen,Savignéen,,9
scelleen,Scelléen,,8
segrien,Ségrien,,7
semurois,Semurois,,8
silleen,Silléen,,7
silleen,Silléen,,7
solesmien,Solesmien,,9
sougeen,Sougéen,,7
souilleen,Souilléen,,9
souligneen,Soulignéen,,10
souligneen,Soulignéen,,10
solutreen,Solutréen,,9
souvigneen,Souvignéen,,10
solviniacois,Solviniacois,,12
spayen,Spayens,,6
surfondais,Surfondais,,10
tasseen,Tasséen,,7
teilleen,Teilléen,,8
telocheen,Télochéen,,9
tennisien,Tennisien,,9
haulterrois,Haulterrois,,11
thelignois,Thélignois,,10
thoigneen,Thoignéen,,9
thoreen,Thoréen,,7
thoireen,Thoiréen,,8
thoreen,Thoréen,,7
thorigneen,Thorignéen,,10
torceen,Torcéen,,7
trangeen,Trangéen,,8
tressonnais,Tressonnais,,11
tuffeen,Tufféen,,7
vedaquais,Védaquais,,9
valennois,Valennois,,9
vallonnais,Vallonnais,,10
vanceen,Vancéen,,7
vernalien,Vernalien,,9
vernissois,Vernissois,,10
vezotin,Vezotin,,7
vibraysien,Vibraysien,,10
villainois,Villainois,,10
villainois,Villainois,,10
villainais,Villainais,,10
vionnais,Vionnais,,8
vireen,Viréen,,6
vivoinais,Vivoinais,,9
voivrais,Voivrais,,8
volnaysien,Volnaysien,,10
vouvraysien,Vouvraysien,,11
vouvreen,Vouvréen,,8
yvreen,Yvréen,,6
paulinais,Paulinais,,9
gabellan,Gabellan,,8
aiguebellin,Aiguebellin,,11
aigueblancherain,Aigueblancherain,,16
aillonais,Aillonais,,9
aillonnais,Aillonnais,,10
aimerain,Aimerain,,8
aitonin,Aitonin,,7
aixois,Aixois,,6
albanais,Albanais,,8
albertvillois,Albertvillois,,13
albien,Albien,,6
albien,Albien,,6
allondain,Allondain,,9
apremolain,Apremolain,,10
arbinois,Arbinois,,8
argentin,Argentin,,8
arithois,Arithois,,8
pierrus,Pierrus,,7
oncinois,Oncinois,,8
aussoyen,Aussoyens,,8
avarcholan,Avarcholan,,10
avrionlin,Avrionlin,,9
aynsard,Aynsard,,7
barberazien,Barberazien,,11
barbysin,Barbysin,,8
bassinot,Bassinot,,8
beaufortain,Beaufortain,,11
bellecombais,Bellecombais,,12
bellentrais,Bellentrais,,11
belmontois,Belmontois,,10
bessannais,Bessannais,,10
bettonnard,Bettonnard,,10
billiemand,Billiémands,,10
bonnevalain,Bonnevalain,,11
bonnevalain,Bonnevalain,,11
bonvillarain,Bonvillarain,,12
bollarette,Bollarette,,10
bourdelais,Bourdelais,,10
borain,Borain,,6
bourgerain,Bourgerain,,10
bourgnovien,Bourgnovien,,11
bozelain,Bozelain,,8
bramanais,Bramanais,,9
bridois,Bridois,,7
saintinois,Saintinois,,10
cesarchais,Césarchais,,10
cessanais,Cessanais,,9
cevinois,Cevinois,,8
challesien,Challésien,,10
chamberien,Chambérien,,10
chamoussard,Chamoussard,,11
chamoyard,Chamoyard,,9
laurentain,Laurentain,,10
champagnieusard,Champagnieusard,,15
champagnolais,Champagnolais,,13
chanazien,Chanazien,,9
castelneuvois,Castelneuvois,,13
chignerain,Chignerain,,10
chindrolais,Chindrolais,,11
clarollain,Clarollain,,10
cogneraud,Cogneraud,,9
cohennerain,Cohennerain,,11
coisard,Coisard,,7
conjuxien,Conjuxien,,9
corbelain,Corbelain,,9
crest-volantain,Crest-Volantain,
cruetnerain,Cruetnerain,,11
curiennais,Curiennais,,10
detrelin,Détrelin,,8
domessinois,Domessinois,,11
doucerain,Doucerain,,9
